Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / United States,Included / ALL,Price / ALL,Compare At Price / ALL,Status
ivory-opalescent-stained-glass-table-lamp-j-devlin-lam-589-5,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0745/5739/1157/products/38ef38dd722a689e52d5421ecc6eba08a47aa64fa68f24411446f052a45e724b.webp?v=1685014980,3,,,,,,,,,,,,,,,,,,,,,,,,,,
ivory-opalescent-stained-glass-table-lamp-j-devlin-lam-589-5,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0745/5739/1157/products/fbad1a6484012496ba2e6e1e9df433dfc1e1c10c4e7b143493de29d5a5b0b30b.webp?v=1685014980,4,,,,,,,,,,,,,,,,,,,,,,,,,,
ivory-opalescent-stained-glass-table-lamp-j-devlin-lam-589-5,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0745/5739/1157/products/f43e0044819342fb1fb6e0a7263522e557123a8aa57bcf10c835a40206f36593.webp?v=1685014980,5,,,,,,,,,,,,,,,,,,,,,,,,,,
14-inch-coy-cats-trio-stained-glass-window-panel,Coy Cats Trio Stained Glass Window Panel,"The three kitties sitting pretty in this 14-Inch Coy Cats Trio Stained Glass Window Panel from River of Goods come alive when they catch the light. A purr-fect statement piece for cat and stained glass lovers alike, this stunning accent piece is handcrafted from 76 individual cuts of red, aqua, yellow and clear Tiffany-style glass, set in a black iron frame. The three feline friends on this 14-inch decorative panel vibrate and glow with direct light in a way that's sure to enchant and please passersby. A metal link chain is attached for immediate hanging above a porch, from a sliding glass door, or in a sunny kitchen or child's room window for an added touch of whimsy.

8in L x 0.25in W x 14in H

Artisan handcrafted stained glass art to please cat lovers.

Made using traditional methods with 76 glass cuts.

3 cats in red, aqua and yellow stained glass sit against a clear Tiffany-glass background.

Colors become more vibrant when light passes through.


",River of Goods,,Stained Glass Art,"cat, decor, Faire, gift, home decor, mother's day, pet, pet decor, pet gg, stained glass",TRUE,Title,Default Title,,,,,'20399,3628.73896,,0,deny,manual,89.95,,TRUE,TRUE,'04893407,https://cdn.shopify.com/s/files/1/0745/5739/1157/products/16743bcc88088c316fe0978e271f139a7f96ac3fe7d3c88d916f00ed410c7636.jpg?v=1685014973,1,,FALSE,,,,,,,,,,,,,,,,,lb,,,TRUE,TRUE,,,active
set-of-3-6h-aleyna-multicolor-feather-window-panel,Set of 3 - 6"H Aleyna Multicolor Feather Window Panel,"This eclectic set-of-3 feather home decor accent symbolizes spiritual growth. These panels are designed with 30  individual stained glass cuts in striated blues and greens, textured browns and aquas. The panels come with a  connected decorative hanging chain for support and strength so that you can easily install it and enjoy. This 6""H horizontal stained glass panel is perfect for your home office, kitchen window or dining room space.

FEATHER DESIGN: A symbol of spiritual evolution and wisdom. The 3 unique feathers are designed with 30 individual glass cuts in vibrant blues, purples and greens and accented with yellows and oranges.

REAL STAINED GLASS: This piece has been soldered together using the copper foil method, made famous by Louis Comfort Tiffany in the early 1900s. A variety of glass types are used, including rippled and striated glass for added detail and dimension. The beauty of stained glass is its transformation of brightness and allure when illuminated by natural light",River of Goods,,Stained Glass Art,"Faire, home decor, mother's day, stained glass",TRUE,Title,Default Title,,,,,20099s,1360.77711,,0,deny,manual,59.95,,TRUE,TRUE,'14923231,https://cdn.shopify.com/s/files/1/0745/5739/1157/products/1e759ebdde81e7b819de7bc096e73a30c81744fc06215dc7aa0fdee2d64aeee8.jpg?v=1685014969,1,,FALSE,,,,,,,,,,,,,,,,,lb,,,TRUE,TRUE,,,active
24h-presley-blue-peacock-stained-glass-window-panel,Presley Blue Peacock Stained Glass,"This geometric, peacock inspired Tiffany Style Stained glass window panel is sure to capture eyes in any space! The center of the panel features a petal-like design sprouting from a bold blue cabochon. As you make your way to the edges of the panel, you run through rich red striated glass, blueish-green ripple glass into a pattern with a mix of striated and ripple glass in the design of a peacock feather made from over 200 class cuts. Let the light shine through this piece and bring joy and color to your day.

Hanging hardware is included.",River of Goods,,Stained Glass Art,"2020, Faire, gift, home decor, mother's day, stained glass",TRUE,Title,Default Title,,,,,'15045,4535.9237,,0,deny,manual,199.95,,TRUE,TRUE,'014223,https://cdn.shopify.com/s/files/1/0745/5739/1157/products/1ca7c8841e2b60c16640856f171bf965245f6e6f772fb2e199c7c83934f6f72e.jpg?v=1685014965,1,,FALSE,,,,,,,,,,,,,,,,,lb,,,TRUE,TRUE,,,active
5-5-white-black-pups-in-hats-stained-glass-window-panel,White & Black Pups Stained Glass,"<p>This Tiffany-glass 5.5¡± White &amp; Black Pups in Hats Stained Glass Window Panel from River of Goods is a great way to add some sparkle for the holidays and beyond. Sunlight will make the black, tan, red and white colors pop even more, and the image of stocking-hat-wearing pups brings some warmth to the season, and the two-inch x five-inch size is perfect for a smaller window or door. Handcrafted from 19 individual glass cuts, this 5.5-inch-high image is created using artisanal copper foil soldering methods that create borders for the stained glass pieces. An 11.75-inch metal link chain is included so you can easily hang it anywhere your heart desires. Overall dimensions of 2.4in L x 0.25in W x 5.5in H Tiffany-style textured stained glass 2 pups in holiday hats Handcrafted construction features 19 individual hand-cut stained glass pieces 5.5in high stained glass panel created using artisanal copper foil soldering methods 11.75in metal link chain attaches for easy hanging</p>
<p>EACH PUP IS SOLD SEPARATELY.</p>",River of Goods,,Stained Glass Art,"2020, Faire, gift, home decor, mother's day, pet, pet decor, pet gg, stained glass",TRUE,Color,Black,,,,,20807black,907.18474,,0,deny,manual,29.95,,TRUE,TRUE,'014355,https://cdn.shopify.com/s/files/1/0745/5739/1157/products/8673cc08ddd9bae9a5b2857915c05962582a27533bbf8ec59bb1d1d0fdab329b.jpg?v=1685014962,1,,FALSE,,,,,,,,,,,,,,,,,lb,,,TRUE,TRUE,,,active
5-5-white-black-pups-in-hats-stained-glass-window-panel,,,,,,,,,White,,,,,20807white,907.18474,,0,deny,manual,29.95,,TRUE,TRUE,'014353,,,,,,,,,,,,,,,,,,,,,lb,,,,,,,
12-5-h-kate-black-library-cat-stained-glass-window-panel-1,12.5¡±H Kate Black Library Cat Stained Glass Window Panel,"Perfect for book lovers and cat lovers alike and with a traditional aesthetic, this 12.5¡±H Kate Black Library Cat Stained Glass Window Panel from River of Goods is a simply charming way to brighten a room. Sunlight will make the warm hues of black, red, green and orange pop even more. Handcrafted from 31 individual glass cuts, this 12.5"" high image is created using artisanal soldering methods that create borders for the stained glass pieces. A metal link chain is attached so you can hang it easily in the window of a living room or study, or against an illuminated wall in a sunroom or porch for a beautiful addition to your home¡¯s d¨¦cor. 6""L x 0.25""W x 12.5""H Tiffany-style textured stained glass depicts a cat sitting on a stack of books Handcrafted construction features 31 individual glass cuts 12.5"" high stained glass panel created using artisanal soldering methods 23.75"" metal link chain attached.",River of Goods,,Stained Glass Art,"Faire, gift, home decor, stained glass, window",TRUE,Title,Default Title,,,,,'20716,2721.55422,,0,deny,manual,74.95,,TRUE,TRUE,'04222,https://cdn.shopify.com/s/files/1/0745/5739/1157/products/f040294488fc48eb3f60de9ae9f8780de21354d78f056fd5aaa79bda05da38ee_181758a1-fc1c-421f-a626-549c76afe6d2.jpg?v=1685014958,1,,FALSE,,,,,,,,,,,,,,,,,lb,,,TRUE,TRUE,,,active
chevron-accent-lamp-small-table-lamp-by-j-devlin-glass-art,Chevron Small Accent Table Lamp,"Playful and colorful, this stained glass table lamp features a unique chevron design. Small in stature but big in style this Tiffany-styled accent lamp will brighten dark corners. The arts and crafts styling of this lamp features larger ivory opalescent panels trimmed with light green, and pale blue, and a clear glass embossed with a vintage texture. The base is a combination of both metal and resin in a rich charcoal color with a matt finish. This base has an in-line rocker switch. Uses a 25-watt candelabra base bulb. The bulb is included. The metal trim and solder have been antiqued with a charcoal patina and waxed to keep the finish beautiful for years to come. Polish with a soft dry cloth.",J Devlin Glass Art & Bert Anderson Collection,,Lamp,"Faire, home decor, new, stained glass, table lamp",TRUE,Title,Default Title,,,,,LAM 698 TB,4535.9237,,0,deny,manual,164.95,,TRUE,TRUE,'8825201007854,https://cdn.shopify.com/s/files/1/0745/5739/1157/products/a84b4fc2dc7b785882a89e50af02617c029e59a34aa48ba055a4b9c7b0022598.jpg?v=1685014955,1,,FALSE,,,,,,,,,,,,,,,,,lb,,,TRUE,TRUE,,,active
chevron-accent-lamp-small-table-lamp-by-j-devlin-glass-art,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0745/5739/1157/products/2ca08fca0f6850b3937d5c2398e74e2f3b02933b29c1166dca40b7eeae74b2d2.webp?v=1685014955,2,,,,,,,,,,,,,,,,,,,,,,,,,,
chevron-accent-lamp-small-table-lamp-by-j-devlin-glass-art,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0745/5739/1157/products/847775125df933582e74600cacbc1401e7afb50ddbfe53a3603284eb9d132978.webp?v=1685014955,3,,,,,,,,,,,,,,,,,,,,,,,,,,
chevron-accent-lamp-small-table-lamp-by-j-devlin-glass-art,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0745/5739/1157/products/5aa5e19c0ce42f08093dee35c753fd19cdc79f19445cf323a75afdb402c498a5.webp?v=1685014955,4,,,,,,,,,,,,,,,,,,,,,,,,,,
no-13629,Multicolored Business Card Holder,,J Devlin Glass Art & Bert Anderson Collection,,Card Holder,"gift, home decor, office decor, stained glass, store, tabletop",TRUE,Title,Default Title,,,,,'106,907.18474,,0,deny,manual,27.95,,TRUE,TRUE,'014062,https://cdn.shopify.com/s/files/1/0745/5739/1157/products/Crd_106_Glam_2018_AJ_72DPI-Crop__70396.jpg?v=1685014948,1,,FALSE,,,,,,,,,,,,,,,,,lb,,,TRUE,TRUE,,,active
no-13629,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0745/5739/1157/products/Crd_106_WB_2018_AJ_72DPI__54547.jpg?v=1685014948,2,,,,,,,,,,,,,,,,,,,,,,,,,,
no-13630,Textured Glass Business Card Holder,,J Devlin Glass Art & Bert Anderson Collection,,Card Holder,"gift, home decor, new, office decor, stained glass, store, tabletop",TRUE,Title,Default Title,,,,,'110,907.18474,,0,deny,manual,27.95,,TRUE,TRUE,'810000580255,https://cdn.shopify.com/s/files/1/0745/5739/1157/products/Crd_110_AJ_Glam_empty_Custom_Crop_NP__90035.jpg?v=1685014944,1,,FALSE,,,,,,,,,,,,,,,,,lb,,,TRUE,TRUE,,,active
no-13630,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0745/5739/1157/products/Crd_110_AJ_Glam_Custom_Crop_NP__86935.jpg?v=1685014944,2,,,,,,,,,,,,,,,,,,,,,,,,,,
no-13630,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0745/5739/1157/products/Crd_110_AJ_White_BG_empty_Measurements_1500x1500_72DPI__53679.jpg?v=1685014944,3,,,,,,,,,,,,,,,,,,,,,,,,,,
no-13628,Vertical Business Card Holder,"<p>?</p>
<p><span>Vertical Business Cardholder-Clear Cube</span></p>",J Devlin Glass Art & Bert Anderson Collection,,Card Holder,"gift, home decor, new, office decor, stained glass, store, tabletop",TRUE,Title,Default Title,,,,,'105,907.18474,,0,deny,manual,27.95,,TRUE,TRUE,'014061,https://cdn.shopify.com/s/files/1/0745/5739/1157/products/CRD_105_Crop__74808.jpg?v=1685014938,1,,FALSE,,,,,,,,,,,,,,,,,lb,,,TRUE,TRUE,,,active
no-13628,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0745/5739/1157/products/CRD_105_CHARM_72DPI__33744.jpg?v=1685014938,2,,,,,,,,,,,,,,,,,,,,,,,,,,
no-13628,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0745/5739/1157/products/CRD_105_WB_Measurement_72DPI__20986.jpg?v=1685014938,3,,,,,,,,,,,,,,,,,,,,,,,,,,
