Handle,Title,"Body (HTML)",Vendor,Type,Tags,Published,"Option1 Name","Option1 Value","Option2 Name","Option2 Value","Option3 Name","Option3 Value","Variant SKU","Variant Grams","Variant Inventory Tracker","Variant Inventory Qty","Variant Inventory Policy","Variant Fulfillment Service","Variant Price","Variant Compare At Price","Variant Requires Shipping","Variant Taxable","Variant Barcode","Image Src","Image Position","Image Alt Text","Gift Card","SEO Title","SEO Description","Google Shopping / Google Product Category","Google Shopping / Gender","Google Shopping / Age Group","Google Shopping / MPN","Google Shopping / AdWords Grouping","Google Shopping / AdWords Labels","Google Shopping / Condition","Google Shopping / Custom Product","Google Shopping / Custom Label 0","Google Shopping / Custom Label 1","Google Shopping / Custom Label 2","Google Shopping / Custom Label 3","Google Shopping / Custom Label 4","Variant Image","Variant Weight Unit","Variant Tax Code","Cost per item",Status
gibson-standard-historic-1958-les-paul-ice-tea-544,,,,,,,,,,,,,,,,,,,,,,,,https://img.staticdj.com/da957653e035c63da840d9bd5128aaad.jpeg,2,,,,,,,,,,,,,,,,,,,,,,
gibson-hummingbird-red-spruce-acoustic-vintage-cherry-sunburst-vos-517,"Gibson Hummingbird Red Spruce Acoustic - Vintage Cherry Sunburst VOS","<div class=""tw-pt-2 tw-pb-6 lg:tw-pt-3 lg:tw-pb-10 lg:tw-pl-4 lg:tw-pr-3 lg:tw-body-plus-2 hide-scrollbar tw-overflow-hidden mce__content  product_detail__content""><div class=""tw-pt-2 tw-pb-6 lg:tw-pt-3 lg:tw-pb-10 lg:tw-pl-4 lg:tw-pr-3 lg:tw-body-plus-2 hide-scrollbar tw-overflow-hidden mce__content product_detail__content""><div class=""""><ul><li>Limited edition Gibson Hummingbird Red Spruce Acoustic model</li><li>AA-grade radiused Adirondack red spruce top with scalloped bracing</li><li>Mahogany tonewood used in back and sides</li><li>Mahogany neck shaped to comfortable round profile</li><li>20-fret rosewood fingerboard with Mother-of-Pearl parallelogram inlays</li><li>Fitted with LR Baggs VTC pickup</li><li>Gold Gotoh Keystone tuning keys uphold tuning integrity</li><li>Belly up traditional rosewood bridge with tusq saddle</li><li>Comes with black hardshell case and owner's manual</li></ul><p>The Hummingbird is one of Gibson's most elegant acoustic guitars. It first arrived in 1960, and since then, this limited edition model has had many upgrades. Gibson have employed Adirondack red spruce in the guitar's construction, an eminent tonewood that looks and sounds just stunning.</p><h3>Body</h3><p>The Hummingbird is well-renowned as being Gibson's first square-shoulder dreadnought acoustic, and this recent limited edition retains that historic shape. This flat top acoustic has an AA-grade Adirondack red spruce body top which is radiused with scalloped bracing; this improves the guitar's ability to resonate, while augmenting its vintage acoustic voice.</p><p>The back and sides of this Hummingbird Red Spruce guitar are constructed from mahogany, a popular tonewood known for its sonic warmth. The warm Vintage Cherry Sunburst finish is meticulously done by hand using a finer grit sandpaper, giving the Hummingbird its VOS true vintage visual aesthetic.</p><h3>Neck</h3><p>A mahogany neck is firmly fitted to the body via the compound dovetail joint for improved resonance. The neck is shaped to a round profile, offering a smooth playing feel. Aboard the neck is a rosewood fingerboard, presenting you with 20 frets and decorated beautifully with Mother-of-Pearl parallelogram inlays.</p><p>The neck and fingerboard feel more comfortable than ever thanks to the softened fingerboard edge which is designed to fit perfectly in the hand. Gibson have gone the extra mile to make this limited edition Hummingbird feel like the best acoustic playing surface, and this is a result of the German-engineered, hand-finished Plek technology used in the construction of all Gibson acoustics.</p><h3>Electronics</h3><p>Gibson have employed the incredibly flexible LR Baggs VTC pickup system to amplify the Hummingbird Red Spruce. The LR Baggs VTC pickup has a subtle construction and sits just under the saddle. This pickup system is unparalleled in the world of acoustic amplification, working relentlessly alongside the guitar itself to provide the truest acoustic voice. The controls for Volume and Tone sit just beneath the soundhole and are easy to adjust, making sound control incredibly simple.</p><h3>Hardware and Finish</h3><p>The lower bout of the Hummingbird is fitted with a traditional belly up rosewood bridge, and like the fingerboard, the bridge is treated with a new finishing oil which gets right into the wood to ensure that it will last even longer.</p><p>The headstock of the Hummingbird is equipped with gold Gotoh Keystone tuning keys, accurately maintaining the tuning of each string in conjunction with the Tusq saddle.</p><p>The Hummingbird Red Spruce is a limited edition model whereby there are only approximately 50 of these worldwide that have been hand-made! This exquisite Vintage Cherry Sunburst acoustic has a real vintage feel and appearance, and its traditional casted Hummingbird pickguard adds to it. Gibson also supply a protective black hardshell case with each purchase as well as a Gibson Acoustic Owner's Manual.</p></div></div></div>",mysite,guitar,"Gibson Guitars",TRUE,,,,,,,517-517-0-0,0,shopify,1000,continue,manual,39,0,TRUE,TRUE,,https://img.staticdj.com/e221c526293ccafcd0fbebed50f895d3.jpeg,1,,FALSE,"Gibson Hummingbird Red Spruce Acoustic - Vintage Cherry Sunburst VOS","Gibson Hummingbird Red Spruce Acoustic - Vintage Cherry Sunburst VOS",,,,,,,,,,,,,,,Kg,,,active
gibson-hummingbird-red-spruce-acoustic-vintage-cherry-sunburst-vos-517,,,,,,,,,,,,,,,,,,,,,,,,https://img.staticdj.com/293f5566aedbfe8928285e1950da2e81.jpeg,2,,,,,,,,,,,,,,,,,,,,,,
gibson-hummingbird-red-spruce-acoustic-vintage-cherry-sunburst-vos-517,,,,,,,,,,,,,,,,,,,,,,,,https://img.staticdj.com/8c1e8c0012eaef09c979fd780585a306.jpeg,3,,,,,,,,,,,,,,,,,,,,,,
gibson-hummingbird-red-spruce-acoustic-vintage-cherry-sunburst-vos-517,,,,,,,,,,,,,,,,,,,,,,,,https://img.staticdj.com/34b8a316a07bdcb9849a42ec6e918261.jpeg,4,,,,,,,,,,,,,,,,,,,,,,
gibson-hummingbird-red-spruce-acoustic-vintage-cherry-sunburst-vos-517,,,,,,,,,,,,,,,,,,,,,,,,https://img.staticdj.com/a479911d067c1bd46c6dc661ce5dbe8f.jpeg,5,,,,,,,,,,,,,,,,,,,,,,
gibson-memphis-2018-es-275-custom-archtop-guitar-sunset-burst-551,"Gibson Memphis 2018 ES-275 Custom Archtop Guitar - Sunset Burst","<div class=""tw-pt-2 tw-pb-6 lg:tw-pt-3 lg:tw-pb-10 lg:tw-pl-4 lg:tw-pr-3 lg:tw-body-plus-2 hide-scrollbar tw-overflow-hidden mce__content  product_detail__content""><div class=""tw-pt-2 tw-pb-6 lg:tw-pt-3 lg:tw-pb-10 lg:tw-pl-4 lg:tw-pr-3 lg:tw-body-plus-2 hide-scrollbar tw-overflow-hidden mce__content product_detail__content""><div class=""""><ul><li>Classic archtop design reinvented for modern guitarists </li><li>Hollowbody with arched figured maple/poplar/maple top</li><li>Thinline body with single-cutaway for exceptional comfort</li><li>Single-piece sturdy mahogany neck with a rounded """"C"""" profile</li><li>Rolled rosewood fingerboard with mother of pearl full block inlays</li><li>Dual MHS humbucker pickups offer sublime PAF-style tone</li><li>ABR-1 bridge with titanium saddles for improved clarity and sustain</li><li>Includes a Gibson hardshell case and accessory kit</li></ul><p>The Gibson Memphis 2018 ES-275 Custom Archtop Guitar in Sunset Burst gives more than a subtle nod to Gibson's classic jazz box style models. The thinline body shape with single-cutaway body profile harks back to a golden age of guitar design. However, this pure hollowbody isn't just for jazz purists. Thanks to some modern appointments and ingenious work from the Gibson Memphis team, the ES-275 Custom is perfect for rock, blues, and just about anything your heart desires.</p><h3>Classic design</h3><p>The ES-275 Custom is built with a completely hollow body and an arched top, which enables it to generate a powerful timbre. By employing 3-ply figured maple/poplar/maple in the construction of the body, the ES-275 resonates freely thanks to quartersawn Adirondack spruce bracing, whilst receiving support to prevent against unwanted warping over time. The stylish sunset burst finish is paired with premium appointments that include a sumptuous multi-bound tortoise pickguard, which obscures one of the two lovingly carved f-holes. The paintwork is treated to a coating of gloss nitrocellulose lacquer, which prevents any premature wear and tear from blemishing the beautiful finish.</p><h3>Sturdy mahogany neck</h3><p>Fitted to the body is a sturdy quartersawn mahogany neck, which is shaped to the ever so comfortable rounded """"C"""" profile. Paired with the neck is a glorious dark rosewood fingerboard, which is home to 22 frets that are adorned with mother of pearl full block inlays to guide your way in style. The neck features rolled binding to make transitions along its entire length as smooth as possible. Thanks to the thinline body shape and single-cutaway profile, the upper frets are within comfortable reach to give you total freedom to explore the fingerboard in its entirety.</p><h3>Memphis Historic Spec pickups</h3><p>To bring the best out of the 2018 ES-275 Custom Archtop, Gibson have designed a pair of Memphis Historic Spec humbuckers to dutifully translate the rich timbre of the guitar. The hand-wired control assembly with Orange Drop capacitors and matched 550K pots afford precision attenuation of volume and tone levels. Whatever genre of music you play, the ES-275 Custom has the chameleon-like ability to segue between any and all gracefully.</p><h3>Gig-ready hardware</h3><p>The headstock is home to Grover</p></div></div></div>",mysite,guitar,"Gibson Guitars",TRUE,,,,,,,551-551-0-0,0,shopify,1000,continue,manual,39,0,TRUE,TRUE,,https://img.staticdj.com/71744f917f78e38245472da10b654f80.jpeg,1,,FALSE,"Gibson Memphis 2018 ES-275 Custom Archtop Guitar - Sunset Burst","Gibson Memphis 2018 ES-275 Custom Archtop Guitar - Sunset Burst",,,,,,,,,,,,,,,Kg,,,active
gibson-memphis-2018-es-275-custom-archtop-guitar-sunset-burst-551,,,,,,,,,,,,,,,,,,,,,,,,https://img.staticdj.com/532b3b6a9a9c0ecd17c71f92184043e0.jpeg,2,,,,,,,,,,,,,,,,,,,,,,
gibson-memphis-2018-es-275-custom-archtop-guitar-sunset-burst-551,,,,,,,,,,,,,,,,,,,,,,,,https://img.staticdj.com/4665d5515953095554acc6dd39568b2b.jpeg,3,,,,,,,,,,,,,,,,,,,,,,
gibson-memphis-2018-es-275-custom-archtop-guitar-sunset-burst-551,,,,,,,,,,,,,,,,,,,,,,,,https://img.staticdj.com/815dc4e6fd7d9c65088f2f72fb3d31cb.jpeg,4,,,,,,,,,,,,,,,,,,,,,,
gibson-memphis-2018-es-275-custom-archtop-guitar-sunset-burst-551,,,,,,,,,,,,,,,,,,,,,,,,https://img.staticdj.com/9150b7143a2e718548ef6f0bbd12a36b.jpeg,5,,,,,,,,,,,,,,,,,,,,,,
gibson-memphis-2018-es-275-custom-archtop-guitar-sunset-burst-551,,,,,,,,,,,,,,,,,,,,,,,,https://img.staticdj.com/f9fdfd7505a3c324e485cfa92b293e77.jpeg,6,,,,,,,,,,,,,,,,,,,,,,
gibson-2017-modern-les-paul-axcess-custom-gh-ebony-477,"Gibson 2017 Modern Les Paul Axcess Custom GH - Ebony","<div class=""tw-pt-2 tw-pb-6 lg:tw-pt-3 lg:tw-pb-10 lg:tw-pl-4 lg:tw-pr-3 lg:tw-body-plus-2 hide-scrollbar tw-overflow-hidden mce__content  product_detail__content""><div class=""tw-pt-2 tw-pb-6 lg:tw-pt-3 lg:tw-pb-10 lg:tw-pl-4 lg:tw-pr-3 lg:tw-body-plus-2 hide-scrollbar tw-overflow-hidden mce__content product_detail__content""><div class=""""><ul><li>New limited series Gibson Modern Les Paul Axcess Custom</li><li>Solid mahogany body with comfort-carve belly scarf and weight relief</li><li>Slick 2-piece maple top with an Ebony finish</li><li>Mahogany neck shaped to the Slim """"C"""" profile and rolled binding</li><li>Richlite fingerboard featuring 22 medium-jumbo frets</li><li>496R and 498T humbucking pickups generate scorching humbucker tones</li><li>Fitted with ABR-1 bridge and stop bar tailpiece in a gold finish</li><li>New Apex headstock increases strength</li><li>Headstock fitted with reliable gold Grover Keystone tuning keys</li><li>Includes a protective Brown/Pink Custom Shop case</li></ul><p>Gibson have a huge team of expert luthiers on board at their Custom Shop, and you can see the fruits of their most recent efforts in the Modern Les Paul Axcess Custom. Constructed from high quality woods and materials to improve comfort and the overall playing feel, the Modern Les Paul Axcess Custom has been redesigned to appeal to the masses. Plus, the Ebony finish of this model is complemented beautifully by gold hardware.</p><h3>Classic Combination</h3><p>As with many Les Paul guitars before now, the Modern Les Paul Axcess Custom features the conventional partnership of maple and mahogany. Two pieces of maple are used for the body top for a crisp, clear tone. Paired with the maple top is a solid mahogany body which features weight relief for a more lightweight feel, reducing fatigue when you play. There is also a comfort-carve belly scarf for improved playability and performance, while the redesigned back contours feel more comfortable than ever. Multi-ply white binding completes the Ebony body.</p><h3>SOLID NECK</h3><p>The Modern Les Paul Axcess Custom is firmly fitted with a 24.75 inch scale length solid mahogany neck. Access to the higher frets is facilitated by the quintessential single cutaway in the body. The neck is shaped to the Slim """"C"""" profile for an optimal playing feel that is ideal for faster playing styles. The neck is topped with 22 medium-jumbo frets on a richlite fingerboard which offers a sumptuous playing surface beneath your fingertips. Block pearl inlays decorate the frets guiding each note or chord transition. The neck features rolled binding over the frets for an enhanced feel in the hand.</p><h3>496R and 498T Humbuckers</h3><p>Blistering, vivid humbucker tones can be achieved by means of the 496R and 498T pickups. These pickups are known for their incredibly hot tone from the neck and bridge positions offering a powerful responsive voice. Each of the pickups are powered by Alnico magnets which adds to their beefy output. Whether you're playing potent leads or thick rhythm, the Modern Les Paul Axcess Custom will duly respond.</p><p>At the lower bout of the body there are two 500K Push-Pull Pots for Tone Control and Coil Splitting, and two 500K Pots for Volume Control accompanied by a Switchcraft toggle switch.</p><h3>Hardware and Finish</h3><p>A new addition to the Modern Les Paul Axcess Custom is the Apex headstock. This new design adds strength and resilience to the guitar for a long-lasting lifespan. The headstock is fitted with Grover Keystone tuning keys in a gold finish which provide reliable, accurate tuning even after heavy use.</p><p>The body is also complete with gold hardware, including an ABR-1 bridge and stop bar tailpiece for exceptional sustain and tone. Keeping your new axe protected could not be more straightforward, as thankfully Gibson include a Brown/Pink Custom Shop hard case with each one.</p></div></div></div>",mysite,guitar,"Gibson Guitars",TRUE,,,,,,,477-477-0-0,0,shopify,1000,continue,manual,39,0,TRUE,TRUE,,https://img.staticdj.com/1323abd56649796b80f1c4789fc70cc0.jpeg,1,,FALSE,"Gibson 2017 Modern Les Paul Axcess Custom GH - Ebony","Gibson 2017 Modern Les Paul Axcess Custom GH - Ebony",,,,,,,,,,,,,,,Kg,,,active
gibson-2017-modern-les-paul-axcess-custom-gh-ebony-477,,,,,,,,,,,,,,,,,,,,,,,,https://img.staticdj.com/21b15439cb3e60300388ec4d98ab3259.jpeg,2,,,,,,,,,,,,,,,,,,,,,,
gibson-2017-modern-les-paul-axcess-custom-gh-ebony-477,,,,,,,,,,,,,,,,,,,,,,,,https://img.staticdj.com/1b7a22994b04a7d21aac440f13aeba6d.jpeg,3,,,,,,,,,,,,,,,,,,,,,,
